CPP,Indicator,Type,Year,value
South Ayrshire,Primary 1 Body Mass Index,Raw data,2006/07,NA
South Lanarkshire,Primary 1 Body Mass Index,Raw data,2006/07,85.27981628162816
Stirling,Primary 1 Body Mass Index,Raw data,2006/07,85.35898117386489
West Dunbartonshire,Primary 1 Body Mass Index,Raw data,2006/07,NA
West Lothian,Primary 1 Body Mass Index,Raw data,2006/07,86.27990109106467
Aberdeen City,Primary 1 Body Mass Index,Raw data,2007/08,NA
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2007/08,NA
Angus,Primary 1 Body Mass Index,Raw data,2007/08,85.86311111111111
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2007/08,NA
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2007/08,82.57620892494928
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2007/08,84.05187500000001
Dundee City,Primary 1 Body Mass Index,Raw data,2007/08,82.54479802581625
East Ayrshire,Primary 1 Body Mass Index,Raw data,2007/08,82.805
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2007/08,NA
East Lothian,Primary 1 Body Mass Index,Raw data,2007/08,84.27081951731374
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2007/08,NA
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2007/08,82.81238025356892
Eilean Siar,Primary 1 Body Mass Index,Raw data,2007/08,82.29320202020203
Falkirk,Primary 1 Body Mass Index,Raw data,2007/08,85.72761788617886
Fife,Primary 1 Body Mass Index,Raw data,2007/08,82.09160215353198
Glasgow City,Primary 1 Body Mass Index,Raw data,2007/08,NA
Highland,Primary 1 Body Mass Index,Raw data,2007/08,NA
Inverclyde,Primary 1 Body Mass Index,Raw data,2007/08,NA
Midlothian,Primary 1 Body Mass Index,Raw data,2007/08,81.9084451901566
Moray,Primary 1 Body Mass Index,Raw data,2007/08,NA
North Ayrshire,Primary 1 Body Mass Index,Raw data,2007/08,83.655
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2007/08,84.728213071092
Orkney Islands,Primary 1 Body Mass Index,Raw data,2007/08,NA
Perth and Kinross,Primary 1 Body Mass Index,Raw data,2007/08,85.72956765200672
Renfrewshire,Primary 1 Body Mass Index,Raw data,2007/08,86.5695
Scotland,Primary 1 Body Mass Index,Raw data,2007/08,84.16049565553196
Scottish Borders,Primary 1 Body Mass Index,Raw data,2007/08,84.94819964349377
Shetland Islands,Primary 1 Body Mass Index,Raw data,2007/08,NA
South Ayrshire,Primary 1 Body Mass Index,Raw data,2007/08,85.386
South Lanarkshire,Primary 1 Body Mass Index,Raw data,2007/08,85.46833333333332
Stirling,Primary 1 Body Mass Index,Raw data,2007/08,85.48965411590991
West Dunbartonshire,Primary 1 Body Mass Index,Raw data,2007/08,NA
West Lothian,Primary 1 Body Mass Index,Raw data,2007/08,86.83327927927928
Aberdeen City,Primary 1 Body Mass Index,Raw data,2008/09,NA
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2008/09,NA
Angus,Primary 1 Body Mass Index,Raw data,2008/09,85.82100000000001
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2008/09,78.331
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2008/09,84.48666666666666
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2008/09,84.13766666666666
Dundee City,Primary 1 Body Mass Index,Raw data,2008/09,82.966
East Ayrshire,Primary 1 Body Mass Index,Raw data,2008/09,84.5515
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2008/09,NA
East Lothian,Primary 1 Body Mass Index,Raw data,2008/09,85.81433333333332
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2008/09,NA
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2008/09,83.21366666666667
Eilean Siar,Primary 1 Body Mass Index,Raw data,2008/09,83.13966666666666
Falkirk,Primary 1 Body Mass Index,Raw data,2008/09,85.95066666666666
Fife,Primary 1 Body Mass Index,Raw data,2008/09,83.68466666666667
Glasgow City,Primary 1 Body Mass Index,Raw data,2008/09,NA
Highland,Primary 1 Body Mass Index,Raw data,2008/09,83.42
Inverclyde,Primary 1 Body Mass Index,Raw data,2008/09,NA
Midlothian,Primary 1 Body Mass Index,Raw data,2008/09,81.91433333333333
Moray,Primary 1 Body Mass Index,Raw data,2008/09,NA
North Ayrshire,Primary 1 Body Mass Index,Raw data,2008/09,84.8555
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2008/09,85.32600000000001
Orkney Islands,Primary 1 Body Mass Index,Raw data,2008/09,NA
Perth and Kinross,Primary 1 Body Mass Index,Raw data,2008/09,86.197
Renfrewshire,Primary 1 Body Mass Index,Raw data,2008/09,87.08833333333332
Scotland,Primary 1 Body Mass Index,Raw data,2008/09,84.807
Scottish Borders,Primary 1 Body Mass Index,Raw data,2008/09,85.57433333333334
Shetland Islands,Primary 1 Body Mass Index,Raw data,2008/09,86.885
South Ayrshire,Primary 1 Body Mass Index,Raw data,2008/09,87.4805
South Lanarkshire,Primary 1 Body Mass Index,Raw data,2008/09,86.31666666666666
Stirling,Primary 1 Body Mass Index,Raw data,2008/09,86.88333333333333
West Dunbartonshire,Primary 1 Body Mass Index,Raw data,2008/09,NA
West Lothian,Primary 1 Body Mass Index,Raw data,2008/09,85.82866666666666
Aberdeen City,Primary 1 Body Mass Index,Raw data,2009/10,85.497
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2009/10,85.924
Angus,Primary 1 Body Mass Index,Raw data,2009/10,85.48366666666668
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2009/10,80.2695
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2009/10,84.69233333333334
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2009/10,83.37466666666667
Dundee City,Primary 1 Body Mass Index,Raw data,2009/10,83.3
East Ayrshire,Primary 1 Body Mass Index,Raw data,2009/10,85.45333333333333
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2009/10,NA
East Lothian,Primary 1 Body Mass Index,Raw data,2009/10,86.02033333333334
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2009/10,NA
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2009/10,83.32233333333333
Eilean Siar,Primary 1 Body Mass Index,Raw data,2009/10,81.47366666666666
Falkirk,Primary 1 Body Mass Index,Raw data,2009/10,85.64699999999999
Fife,Primary 1 Body Mass Index,Raw data,2009/10,84.06833333333333
Glasgow City,Primary 1 Body Mass Index,Raw data,2009/10,NA
Highland,Primary 1 Body Mass Index,Raw data,2009/10,83.0715
Inverclyde,Primary 1 Body Mass Index,Raw data,2009/10,NA
Midlothian,Primary 1 Body Mass Index,Raw data,2009/10,82.15833333333335
Moray,Primary 1 Body Mass Index,Raw data,2009/10,84.625
North Ayrshire,Primary 1 Body Mass Index,Raw data,2009/10,83.00233333333334
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2009/10,85.77333333333335
Orkney Islands,Primary 1 Body Mass Index,Raw data,2009/10,NA
Perth and Kinross,Primary 1 Body Mass Index,Raw data,2009/10,86.427
Renfrewshire,Primary 1 Body Mass Index,Raw data,2009/10,87.79866666666668
Scotland,Primary 1 Body Mass Index,Raw data,2009/10,84.94566666666667
Scottish Borders,Primary 1 Body Mass Index,Raw data,2009/10,85.94133333333332
Shetland Islands,Primary 1 Body Mass Index,Raw data,2009/10,83.819
South Ayrshire,Primary 1 Body Mass Index,Raw data,2009/10,86.39566666666667
South Lanarkshire,Primary 1 Body Mass Index,Raw data,2009/10,86.72399999999999
Stirling,Primary 1 Body Mass Index,Raw data,2009/10,86.587
West Dunbartonshire,Primary 1 Body Mass Index,Raw data,2009/10,NA
West Lothian,Primary 1 Body Mass Index,Raw data,2009/10,85.77933333333333
Aberdeen City,Primary 1 Body Mass Index,Raw data,2010/11,85.9125
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2010/11,86.55250000000001
Angus,Primary 1 Body Mass Index,Raw data,2010/11,83.02466666666668
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2010/11,81.22233333333332
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2010/11,83.95933333333333
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2010/11,83.845
Dundee City,Primary 1 Body Mass Index,Raw data,2010/11,82.67233333333333
East Ayrshire,Primary 1 Body Mass Index,Raw data,2010/11,85.68766666666666
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2010/11,NA
East Lothian,Primary 1 Body Mass Index,Raw data,2010/11,85.803
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2010/11,NA
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2010/11,83.90633333333334
Eilean Siar,Primary 1 Body Mass Index,Raw data,2010/11,80.73599999999999
Falkirk,Primary 1 Body Mass Index,Raw data,2010/11,85.12700000000001
Fife,Primary 1 Body Mass Index,Raw data,2010/11,84.01166666666667
Glasgow City,Primary 1 Body Mass Index,Raw data,2010/11,NA
Highland,Primary 1 Body Mass Index,Raw data,2010/11,83.02566666666667
Inverclyde,Primary 1 Body Mass Index,Raw data,2010/11,NA
Midlothian,Primary 1 Body Mass Index,Raw data,2010/11,81.437
Moray,Primary 1 Body Mass Index,Raw data,2010/11,83.68
North Ayrshire,Primary 1 Body Mass Index,Raw data,2010/11,81.26299999999999
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2010/11,85.71499999999999
Orkney Islands,Primary 1 Body Mass Index,Raw data,2010/11,80.303
Perth and Kinross,Primary 1 Body Mass Index,Raw data,2010/11,85.98933333333333
Renfrewshire,Primary 1 Body Mass Index,Raw data,2010/11,87.74166666666667
Scotland,Primary 1 Body Mass Index,Raw data,2010/11,84.86933333333333
Scottish Borders,Primary 1 Body Mass Index,Raw data,2010/11,85.96633333333334
Shetland Islands,Primary 1 Body Mass Index,Raw data,2010/11,84.74966666666667
South Ayrshire,Primary 1 Body Mass Index,Raw data,2010/11,85.42766666666667
South Lanarkshire,Primary 1 Body Mass Index,Raw data,2010/11,87.839
Stirling,Primary 1 Body Mass Index,Raw data,2010/11,87.25966666666666
West Dunbartonshire,Primary 1 Body Mass Index,Raw data,2010/11,NA
West Lothian,Primary 1 Body Mass Index,Raw data,2010/11,85.79
Aberdeen City,Primary 1 Body Mass Index,Raw data,2011/12,84.94266666666665
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2011/12,86.57366666666667
Angus,Primary 1 Body Mass Index,Raw data,2011/12,83.19533333333334
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2011/12,82.93533333333333
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2011/12,84.41666666666667
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2011/12,83.551
Dundee City,Primary 1 Body Mass Index,Raw data,2011/12,82.67366666666668
East Ayrshire,Primary 1 Body Mass Index,Raw data,2011/12,84.992
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2011/12,86.939
East Lothian,Primary 1 Body Mass Index,Raw data,2011/12,85.14
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2011/12,87.024
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2011/12,84.465
Eilean Siar,Primary 1 Body Mass Index,Raw data,2011/12,80.54899999999999
Falkirk,Primary 1 Body Mass Index,Raw data,2011/12,84.80233333333334
Fife,Primary 1 Body Mass Index,Raw data,2011/12,84.056
Glasgow City,Primary 1 Body Mass Index,Raw data,2011/12,84.271
Highland,Primary 1 Body Mass Index,Raw data,2011/12,83.22133333333333
Inverclyde,Primary 1 Body Mass Index,Raw data,2011/12,83.131
Midlothian,Primary 1 Body Mass Index,Raw data,2011/12,82.53133333333334
Moray,Primary 1 Body Mass Index,Raw data,2011/12,83.26100000000001
North Ayrshire,Primary 1 Body Mass Index,Raw data,2011/12,78.302
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2011/12,84.95533333333333
Orkney Islands,Primary 1 Body Mass Index,Raw data,2011/12,79.422
Perth and Kinross,Primary 1 Body Mass Index,Raw data,2011/12,86.19733333333333
Renfrewshire,Primary 1 Body Mass Index,Raw data,2011/12,86.77633333333334
Scotland,Primary 1 Body Mass Index,Raw data,2011/12,84.677
Scottish Borders,Primary 1 Body Mass Index,Raw data,2011/12,85.97133333333333
Shetland Islands,Primary 1 Body Mass Index,Raw data,2011/12,83.50466666666667
South Ayrshire,Primary 1 Body Mass Index,Raw data,2011/12,84.41533333333332
South Lanarkshire,Primary 1 Body Mass Index,Raw data,2011/12,87.68966666666665
Stirling,Primary 1 Body Mass Index,Raw data,2011/12,87.008
West Dunbartonshire,Primary 1 Body Mass Index,Raw data,2011/12,82.283
West Lothian,Primary 1 Body Mass Index,Raw data,2011/12,86.073
Aberdeen City,Primary 1 Body Mass Index,Raw data,2012/13,85.032
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2012/13,86.34966666666666
Angus,Primary 1 Body Mass Index,Raw data,2012/13,84.07066666666667
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2012/13,83.456
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2012/13,85.531
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2012/13,84.355
Dundee City,Primary 1 Body Mass Index,Raw data,2012/13,82.36200000000001
East Ayrshire,Primary 1 Body Mass Index,Raw data,2012/13,84.357
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2012/13,88.1885
East Lothian,Primary 1 Body Mass Index,Raw data,2012/13,84.60566666666666
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2012/13,87.9565
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2012/13,85.54666666666667
Eilean Siar,Primary 1 Body Mass Index,Raw data,2012/13,80.72666666666667
Falkirk,Primary 1 Body Mass Index,Raw data,2012/13,85.23899999999999
Fife,Primary 1 Body Mass Index,Raw data,2012/13,84.75200000000001
Glasgow City,Primary 1 Body Mass Index,Raw data,2012/13,84.393
Highland,Primary 1 Body Mass Index,Raw data,2012/13,83.82066666666667
Inverclyde,Primary 1 Body Mass Index,Raw data,2012/13,83.419
Midlothian,Primary 1 Body Mass Index,Raw data,2012/13,83.10566666666666
Moray,Primary 1 Body Mass Index,Raw data,2012/13,83.14166666666667
North Ayrshire,Primary 1 Body Mass Index,Raw data,2012/13,78.02933333333334
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2012/13,84.03166666666668
Orkney Islands,Primary 1 Body Mass Index,Raw data,2012/13,80.12033333333333
Perth and Kinross,Primary 1 Body Mass Index,Raw data,2012/13,85.795
Renfrewshire,Primary 1 Body Mass Index,Raw data,2012/13,86.26533333333333
Scotland,Primary 1 Body Mass Index,Raw data,2012/13,84.81366666666666
Scottish Borders,Primary 1 Body Mass Index,Raw data,2012/13,86.39033333333333
Shetland Islands,Primary 1 Body Mass Index,Raw data,2012/13,85.02733333333335
South Ayrshire,Primary 1 Body Mass Index,Raw data,2012/13,85.05033333333333
South Lanarkshire,Primary 1 Body Mass Index,Raw data,2012/13,87.57966666666665
Stirling,Primary 1 Body Mass Index,Raw data,2012/13,87.145
West Dunbartonshire,Primary 1 Body Mass Index,Raw data,2012/13,83.6235
West Lothian,Primary 1 Body Mass Index,Raw data,2012/13,85.43133333333333
Aberdeen City,Primary 1 Body Mass Index,Raw data,2013/14,83.64125012893244
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2013/14,85.0764670483889
Angus,Primary 1 Body Mass Index,Raw data,2013/14,84.42965597433842
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2013/14,82.95317909168809
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2013/14,84.61031212615552
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2013/14,83.80982925545909
Dundee City,Primary 1 Body Mass Index,Raw data,2013/14,82.25591260923845
East Ayrshire,Primary 1 Body Mass Index,Raw data,2013/14,82.85717350890782
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2013/14,88.84306445837063
East Lothian,Primary 1 Body Mass Index,Raw data,2013/14,85.21149889624725
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2013/14,88.42973944119558
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2013/14,85.2361550229859
Eilean Siar,Primary 1 Body Mass Index,Raw data,2013/14,81.9751288723668
Falkirk,Primary 1 Body Mass Index,Raw data,2013/14,84.58945076978159
Fife,Primary 1 Body Mass Index,Raw data,2013/14,84.61324017790956
Glasgow City,Primary 1 Body Mass Index,Raw data,2013/14,84.63627704289068
Highland,Primary 1 Body Mass Index,Raw data,2013/14,83.96076589797345
Inverclyde,Primary 1 Body Mass Index,Raw data,2013/14,82.69867436884896
Midlothian,Primary 1 Body Mass Index,Raw data,2013/14,84.48113733609385
Moray,Primary 1 Body Mass Index,Raw data,2013/14,83.65401700318809
North Ayrshire,Primary 1 Body Mass Index,Raw data,2013/14,77.4511696535245
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2013/14,83.8839411764706
Orkney Islands,Primary 1 Body Mass Index,Raw data,2013/14,78.96995061728394
Perth and Kinross,Primary 1 Body Mass Index,Raw data,2013/14,85.89249943807597
Renfrewshire,Primary 1 Body Mass Index,Raw data,2013/14,85.58614421464506
Scotland,Primary 1 Body Mass Index,Raw data,2013/14,84.60759610064947
Scottish Borders,Primary 1 Body Mass Index,Raw data,2013/14,85.93212477396021
Shetland Islands,Primary 1 Body Mass Index,Raw data,2013/14,85.41908651399491
South Ayrshire,Primary 1 Body Mass Index,Raw data,2013/14,85.15557718966603
South Lanarkshire,Primary 1 Body Mass Index,Raw data,2013/14,86.84862745098037
Stirling,Primary 1 Body Mass Index,Raw data,2013/14,87.31253497942386
West Dunbartonshire,Primary 1 Body Mass Index,Raw data,2013/14,83.04393891797558
West Lothian,Primary 1 Body Mass Index,Raw data,2013/14,85.61087579568391
Aberdeen City,Primary 1 Body Mass Index,Raw data,2014/15,84.149022058757
Aberdeenshire,Primary 1 Body Mass Index,Raw data,2014/15,84.51512088177755
Angus,Primary 1 Body Mass Index,Raw data,2014/15,84.71501736603314
Argyll and Bute,Primary 1 Body Mass Index,Raw data,2014/15,82.5353440401417
Clackmannanshire,Primary 1 Body Mass Index,Raw data,2014/15,84.67696492904884
Dumfries and Galloway,Primary 1 Body Mass Index,Raw data,2014/15,83.41662353179031
Dundee City,Primary 1 Body Mass Index,Raw data,2014/15,81.79163586299619
East Ayrshire,Primary 1 Body Mass Index,Raw data,2014/15,82.52540226707775
East Dunbartonshire,Primary 1 Body Mass Index,Raw data,2014/15,89.68635261465879
East Lothian,Primary 1 Body Mass Index,Raw data,2014/15,85.53184088758923
East Renfrewshire,Primary 1 Body Mass Index,Raw data,2014/15,89.32459311454106
"Edinburgh, City of",Primary 1 Body Mass Index,Raw data,2014/15,85.2359565657104
Eilean Siar,Primary 1 Body Mass Index,Raw data,2014/15,81.68200367674864
Falkirk,Primary 1 Body Mass Index,Raw data,2014/15,85.03094338412579
Fife,Primary 1 Body Mass Index,Raw data,2014/15,84.04142675244066
Glasgow City,Primary 1 Body Mass Index,Raw data,2014/15,85.15803143766718
Highland,Primary 1 Body Mass Index,Raw data,2014/15,83.81630354177715
Inverclyde,Primary 1 Body Mass Index,Raw data,2014/15,82.58465594338831
Midlothian,Primary 1 Body Mass Index,Raw data,2014/15,83.9757957925799
Moray,Primary 1 Body Mass Index,Raw data,2014/15,83.86020883396854
North Ayrshire,Primary 1 Body Mass Index,Raw data,2014/15,78.90412097779078
North Lanarkshire,Primary 1 Body Mass Index,Raw data,2014/15,84.38622742182376
